First Name,Last Name,Prediction
Tanner,Davis,0
Amber,Lewis,0
Rebecca,Butler,0
Christopher,Sheppard,0
Linda,Hurst,0
Sarah,Bishop,0
Kathryn,Smith,0
Patrick,Torres,0
Ryan,Joseph,0
Mary,Myers,0
Kristen,Hanson,0
Roberta,Mccarthy,0
Jerry,Robinson,0
Carrie,Washington,0
James,Lynch,0
Tanner,Davis,0
Debra,Stark,0
Allison,Ayala,0
Omar,Gay,0
Angie,Jones,0
Chris,White,0
Robert,Haynes,0
Kimberly,Bush,0
Jennifer,Black,0
Michelle,Gregory,0
Daniel,Boyd,0
John,Miller,0
Ana,Mccormick,0
David,Thomas,0
Steven,Arnold,0
Jennifer,Gonzalez,0
John,Stevens,0
David,Kirby,0
Theresa,Blackwell,0
Grace,Williams,0
Victoria,Fleming,0
Megan,Bernard,0
Willie,Jordan,0
Andrew,Tucker,0
Christopher,Gilbert,0
Johnny,Bennett,0
Angela,Edwards,0
Jeremy,White,0
James,Greene,0
Carlos,Chung,0
David,Cole,0
Jessica,Jordan,0
Timothy,Gomez,0
Vincent,Flowers,0
David,Bonilla,0
Jennifer,Carrillo,0
Jose,Vasquez,0
Helen,Campbell,0
Amanda,Fitzgerald,0
Candice,Brown,0
John,Stevens,0
Sara,Harris,0
Rachel,Lowe,0
Deborah,Fisher,0
Jacob,Weber,0
Scott,Martin,0
Megan,Fernandez,0
Dalton,Jones,0
Amanda,Molina,0
Dustin,Roberts,0
Karen,Gordon,0
Denise,Barnett,0
Veronica,Burton,0
Meredith,Campbell,0
Edward,Tapia,0
Michelle,Rodriguez,0
Greg,Villarreal,0
Lance,Wagner,0
Jacqueline,Marsh,0
Justin,Fowler,0
Adam,Santos,0
Matthew,Myers,0
Daniel,Martinez,0
Susan,Hardy,0
Jonathan,Byrd,0
Melissa,Krause,0
Michael,Orozco,0
Cory,Thomas,0
Matthew,Huerta,0
Samuel,Frey,0
Wayne,Payne,0
Robert,Evans,0
Steven,Faulkner,0
Jeffrey,Lewis,0
Jamie,Carr,0
Steven,Brooks,0
Robin,Smith,0
Donna,Davis,0
Melissa,Brown,0
Savannah,Lewis,0
Taylor,Khan,0
Julie,Sanchez,0
David,Cole,0
Douglas,Smith,0
James,Reese,0
Tanya,Williams,0
Christopher,Holt,0
Justin,Bell,0
Brooke,Rodriguez,0
William,Perry,0
Christine,Leblanc,0
Samuel,Jenkins,0
Catherine,Weber,0
Warren,Daniels,0
Christine,Shaffer,0
Pamela,Matthews,0
Kevin,Pena,0
David,Cole,0
John,Myers,0
Christian,Johns,0
Mary,Wall,0
Adam,Riddle,0
Stacy,Villegas,0
Ryan,Cook,0
Ashley,Cruz,0
Christina,Rose,0
Dorothy,Thomas,0
Claire,Davis,0
Timothy,Simmons,0
Linda,Hurst,0
Margaret,Williams,0
James,Leon,0
Joshua,Carpenter,0
Melinda,Gutierrez,0
Melissa,Mcclure,0
Joanne,Padilla,0
George,Floyd,0
Mackenzie,Salazar,0
Wayne,Marsh,0
Audrey,Hickman,0
Mackenzie,Smith,0
Laura,Casey,0
Jason,Murphy,0
Tammy,Ayers,0
Scott,Martin,0
Samuel,Frey,0
Christine,Leblanc,0
Christine,Best,0
Elizabeth,Maxwell,0
Shelby,Mitchell,0
Jennifer,Jones,0
Brian,Perez,0
Kristen,Hanson,0
Stephanie,Murphy,0
Ellen,Smith,0
Denise,Barnett,0
Francisco,Kemp,0
Juan,Henry,0
Karen,Cooper,0
Sherry,Martinez,0
Jennifer,Black,0
Larry,Warner,0
Jodi,Foster,0
Christopher,Castaneda,0
Kaitlyn,Newman,0
Tara,Campbell,0
Allen,Bell,0
Jeffery,Sanders,0
Cynthia,Davis,0
Maria,Roy,0
Amanda,Fitzgerald,0
Crystal,Fuller,0
Christopher,White,0
Barbara,Norman,0
Melissa,Mcclure,0
Jeremy,Roberson,0
Gina,Grimes,0
Mary,Diaz,0
Frank,Anderson,0
Kathy,Hughes,0
Valerie,Davis,0
Daniel,Cain,0
Daniel,Graham,0
Kenneth,Robinson,0
Robert,Haynes,0
Gina,Grimes,0
Kenneth,Richards,0
Aaron,Pena,0
Nathan,Massey,0
Jeffrey,Smith,0
Thomas,Hale,0
Janet,Turner,0
Eric,Preston,0
Charles,Moreno,0
Jacqueline,Howard,0
Melissa,Phillips,0
Ellen,Smith,0
Paul,Wade,0
Jennifer,Bishop,0
Dylan,Garcia,0
Benjamin,Kim,0
Stanley,Mayo,0
Jessica,Garcia,1
Allison,Allen,0
James,Cooper,0
Derek,Bentley,0
Rachel,Villarreal,0
Andrew,Patterson,0
Dalton,Jones,0
Ariana,Campbell,0
Jasmine,Foster,0
Melissa,Rodriguez,0
Matthew,Lambert,0
Olivia,Stephenson,0
Michelle,Gregory,0
Richard,Waters,0
Samuel,Johnston,0
Tanya,Williams,0
Michael,Flores,0
Wayne,Payne,0
Alan,Taylor,0
Lauren,Butler,0
Jeff,Elliott,0
Megan,Bernard,0
Christine,Burns,0
Michael,Gross,0
Ann,Lawson,0
Sherry,Martinez,0
Melissa,Mcclure,0
Donna,Moreno,0
James,Reese,0
Sydney,Montoya,0
Robert,James,0
Amanda,Gomez,0
Jodi,Foster,0
Jessica,Potter,0
Laura,Casey,0
Chris,White,0
Elizabeth,Maxwell,0
Christopher,Gilbert,0
Jenna,Brooks,0
Margaret,Williams,0
Joseph,Gonzalez,0
Sabrina,Johnson,0
Robert,Andrade,0
Sharon,Johnson,0
Maria,Roy,0
Daniel,Owens,0
Monica,Tucker,0
April,Johnson,0
Christie,Williamson,0
Jason,Gray,0
Susan,Shah,0
Laura,Casey,0
Becky,Mckinney,0
Amanda,Williams,0
Aaron,Rogers,0
Dawn,Tucker,0
Harry,Mckee,0
Daniel,Boyd,0
Bryce,Joseph,0
James,Leon,0
Janet,Turner,0
Dawn,Gray,0
Ruth,Fuller,0
Jessica,Potter,0
Joseph,Spencer,0
Kathleen,Thompson,0
Bethany,Andrade,0
Shannon,Patterson,0
Amanda,Williams,0
Robert,Ashley,0
Charles,Moreno,0
Cody,Miller,0
James,Leon,0
George,Floyd,0
David,Wolfe,0
Cynthia,Davis,0
Ian,Patton,0
Christina,Rose,0
Rebecca,Erickson,0
Teresa,Clark,0
Daniel,Escobar,0
James,Reese,0
Joe,Howard,0
Valerie,Clark,0
Christine,Harris,0
Peter,Caldwell,0
Jeremy,Whitney,0
Gary,Barnes,0
Stephanie,Murphy,0
Marissa,Powell,0
Joanna,Hudson,0
Ashley,Whitney,0
Michelle,Rodriguez,0
Kathryn,Smith,0
Denise,Barnett,0
Theresa,Powell,0
Erica,Briggs,0
Carol,Dillon,0
Gregory,Graham,0
Brianna,Foley,0
Mary,Lewis,0
April,Johnson,0
Dylan,Bonilla,0
Judy,Hogan,0
Jackie,Davis,0
Cesar,Smith,0
Jill,Jacobs,0
Omar,Gay,0
David,Everett,0
Ashley,Whitney,0
David,Erickson,0
Margaret,Williams,0
Margaret,Williams,0
Tammy,Davis,0
Nathan,Martinez,0
Raymond,Lloyd,0
Sharon,Smith,0
Amanda,Vance,0
Christopher,Miller,0
Felicia,Mckee,0
Michelle,Russell,0
Christina,Nelson,0
Ryan,Cook,0
Lauren,Anderson,0
Candice,Brown,0
Eddie,Mendez,0
Travis,Hayes,0
Christine,Burns,0
Sarah,Foster,0
Samuel,Frey,0
Pamela,Curtis,0
Ellen,Smith,0
Stephen,Marshall,0
Teresa,Blankenship,0
Amber,Perez,0
Scott,Fuller,0
Nicholas,Mcmahon,0
Christopher,Carr,0
Christopher,Holt,0
Jose,Vasquez,0
Sharon,Powell,0
Destiny,Lowe,0
Monica,West,0
Sara,Harris,0
Kenneth,Sanchez,0
Audrey,Martinez,0
Connie,Carroll,0
Joseph,Davis,0
Bill,Lane,0
Jennifer,Carrillo,0
Laura,Walker,0
Patricia,Gonzalez,0
Kylie,Kirby,0
Aaron,Pena,0
Lindsay,Wilson,0
Michelle,Woods,0
Sabrina,Johnson,0
Christopher,Holt,0
Alan,Howard,0
Jessica,Benitez,0
Christine,Johnson,0
Mary,Pruitt,0
Lauren,Williams,0
Jacob,Patel,0
Patricia,Gonzalez,0
Christine,Harris,0
Marcia,Molina,0
Michael,Orozco,0
Nathan,Massey,0
Jacqueline,Howard,0
Carrie,Washington,0
Sarah,Bishop,0
Ann,Lawson,0
Adam,Keller,0
Kyle,Park,0
Michelle,Johnston,0
Gina,Morrison,0
Melissa,Aguilar,0
David,Rodriguez,0
Megan,Murphy,0
John,Clarke,0
Bryan,Pugh,0
Lisa,Garcia,0
Adam,Riddle,0
Aaron,Murray,0
Janet,Turner,0
Lauren,Williams,0
Amber,Thornton,0
Sharon,Johnson,0
Lauren,Butler,0
Sarah,Clark,0
Lisa,Clark,0
Claire,Davis,0
Patricia,Gonzalez,0
Gregory,Webster,0
David,Kirby,0
Lauren,Torres,0
Brent,Terrell,0
Jamie,Olson,0
Patrick,Torres,0
Michael,Rowe,0
Terri,Bailey,0
Sabrina,Johnson,0
Stanley,Dickson,0
Melissa,Krause,0
Robert,James,0
Matthew,Myers,0
Larry,Williams,0
Ashley,Cruz,0
Jamie,Olson,0
Joshua,Carpenter,0
James,Lynch,0
Brianna,Foley,0
James,Strickland,0
Harry,Mckee,0
Lauren,Anderson,0
Mary,Mcintyre,0
Monica,West,0
Holly,Mann,0
Jennifer,Conner,0
Mary,Rodriguez,0
Jacqueline,Allen,0
Brenda,Perez,0
Dale,Smith,0
Gary,Hall,0
Julia,Bell,0
Erin,Chavez,0
Stephanie,Middleton,0
Timothy,Simmons,0
Emily,Hall,0
Dylan,Garcia,0
Jason,Farmer,0
Mackenzie,Smith,0
Lisa,Lopez,0
Holly,Mann,0
Greg,Villarreal,0
Tanya,Williams,0
Christopher,Grimes,0
Susan,Washington,0
Jeremy,Whitney,0
Cassandra,Nunez,0
Jason,Hernandez,0
Margaret,Williams,0
Jeremy,Whitney,0
Teresa,Clark,0
Juan,Henry,0
Samuel,Frey,0
Maria,Roy,0
Jessica,Perez,0
Steven,Sanders,0
Justin,Gay,0
Brenda,Johnson,0
Daniel,Owens,0
Amanda,Jones,0
Larry,House,0
Valerie,Davis,0
Christian,Johns,0
Katherine,Love,0
Samuel,Frey,0
Erika,Anderson,0
Adam,Santos,0
Ashley,Cruz,0
Gina,Grimes,0
Jessica,Bell,0
Barbara,Taylor,0
Julian,Price,0
Rebecca,Erickson,0
Allison,Allen,0
Elizabeth,Maxwell,0
Sarah,Cross,0
Nicholas,Thornton,0
Kyle,Park,0
Billy,Mcdonald,0
Jennifer,Bishop,0
Vicki,Mendoza,0
James,Hunt,0
Joanna,Hudson,0
James,Lynch,0
Tami,Forbes,0
Lauren,Moreno,0
Margaret,Lam,0
Christie,Williamson,0
Teresa,Blankenship,0
Jacob,Weber,0
Sherry,Martinez,0
Robert,Evans,0
Dawn,Tucker,0
Jennifer,Vega,0
Jennifer,Vance,0
Shelby,Mitchell,0
Vicki,Mendoza,0
Shelby,Cannon,0
Alicia,Mitchell,0
Victoria,Fleming,0
Brian,Simpson,0
Sabrina,Nolan,0
Melissa,Flores,0
Michael,Olson,0
Morgan,Smith,0
Kathleen,Martin,0
Billy,Mcdonald,0
Jennifer,Black,0
David,Kirby,0
Michael,Fisher,0
Crystal,Fuller,0
Jeffrey,Vargas,0
Eddie,Mendez,0
Katherine,Tucker,0
Derek,Jones,0
Justin,Fowler,0
David,Kirby,0
Amber,Perez,0
Kelly,Zimmerman,0
Hannah,Thomas,0
Bill,Lane,0
Allison,Allen,0
Danielle,Hayden,0
Sabrina,Nolan,0
Lawrence,Frost,0
William,Cannon,0
Lauren,Anderson,0
Justin,Bell,0
Grace,Williams,0
Lauren,Anderson,0
James,Bishop,0
Lisa,Lin,0
Andrea,Perkins,0
Matthew,Lambert,0
Andrea,Cruz,0
Jennifer,Vance,0
Mary,Mcintyre,0
John,Nichols,0
Breanna,Rodriguez,0
James,Reese,0
Donna,Moreno,0
David,Rodriguez,0
Vincent,Richards,0
Gina,Grimes,0
John,Miller,0
Robert,Hall,0
Jennifer,Black,0
Jessica,Ward,0
Ashley,Lopez,0
Margaret,Gibson,0
Christopher,Raymond,0
Tara,Richards,0
Dorothy,Thomas,0
Christopher,Patterson,0
Robert,Haynes,0
Kenneth,Sanchez,0
Billy,Gallagher,0
Rebecca,Erickson,0
Elizabeth,Maxwell,0
Christie,Williamson,0
Steven,Arnold,0
Michelle,Gregory,0
David,Bonilla,0
Justin,Gay,0
Brittany,Guerra,0
Michelle,Rodriguez,0
Christopher,Gomez,0
Taylor,Khan,0
Dustin,Roberts,0
Wayne,Payne,0
Ian,Patton,0
Megan,Murphy,0
Mark,Wood,0
John,Nichols,0
Justin,Fowler,0
David,Everett,0
Rachel,Lowe,0
James,Greene,0
Jesse,Roberts,0
Rita,Myers,0
Sara,Harris,0
Leslie,Ford,0
Dakota,Maldonado,1
Jason,Mcmahon,0
Jodi,Rodriguez,0
Christopher,Horn,0
William,Martinez,0
Victoria,Fleming,0
Phillip,Robertson,0
Audrey,Hickman,0
Thomas,Hale,0
Jennifer,Vega,0
Amanda,Vance,0
John,Hudson,0
Jonathan,Byrd,0
Margaret,Williams,0
Jamie,Robinson,0
Daniel,Escobar,0
Lauren,Butler,0
Rebecca,Butler,0
Nicholas,Thornton,0
Benjamin,Kim,0
Natasha,Mclaughlin,0
Derek,Jones,0
Bianca,Novak,0
Monique,Robinson,0
Christie,Williamson,0
Anna,Logan,0
Julie,Sanchez,0
Gary,Martinez,0
Gregory,Graham,0
Stacy,Lambert,0
Amanda,Vance,0
Susan,Hernandez,0
Aaron,Murray,0
Kimberly,Rice,0
Patrick,Vaughan,0
Audrey,Gonzalez,0
Jack,Hill,0
Toni,Gomez,0
Lauren,Williams,0
Renee,Parrish,0
Amanda,Gomez,0
Shelby,Mitchell,0
Samuel,Jenkins,0
James,Stephens,0
Amanda,Smith,0
Melody,Thompson,0
Amber,Lewis,0
Lori,Ramirez,0
John,Chandler,0
Amber,Perez,0
Adam,Keller,0
Katelyn,Wise,0
Joseph,Gonzalez,0
Heather,Stanton,0
Mary,Wall,0
Kristina,Stewart,0
Jamie,Olson,0
Audrey,Martinez,0
Kurt,Peters,0
Juan,Sherman,0
Rachel,Lowe,0
Michael,Gross,0
Michael,Olson,0
Bryan,Miller,0
Kimberly,Myers,0
Kristin,Williams,0
Morgan,Smith,0
Lauren,Anderson,0
Danielle,Yu,0
Amy,Abbott,0
Anna,Logan,0
Diane,Jackson,0
Kristen,Hanson,0
Cristian,Jones,0
Larry,House,0
Justin,Gay,0
Gary,Martinez,0
Cheryl,Melton,0
Alex,White,0
Shannon,Williams,0
Greg,Villarreal,0
Ashley,Mcdonald,0
Justin,Fowler,0
Ashley,Cruz,0
Joshua,Carpenter,0
Stephanie,Cummings,0
Mary,Rodriguez,0
John,Chandler,0
Thomas,Sullivan,0
Drew,Garcia,0
Aaron,Murray,0
Scott,Edwards,0
David,Miller,0
Ana,Mccormick,0
Daniel,Briggs,0
Ashley,Lopez,0
Jennifer,Black,0
Dawn,Tucker,0
Jeffrey,Vargas,0
Omar,Gay,0
Joseph,Morgan,0
Christopher,Grimes,0
Vincent,Flowers,0
Robert,Hall,0
Linda,Davis,0
Ryan,Joseph,0
Mary,Lewis,0
Frank,Key,0
Karen,Warren,0
Valerie,Davis,0
Morgan,Murray,0
Scott,Edwards,0
Carol,Dillon,0
Samuel,Johnston,0
Kayla,Jones,0
Keith,Sanders,0
Jennifer,Carrillo,0
Greg,Villarreal,0
Linda,Sanchez,0
Sarah,Bishop,0
Kathleen,Nash,0
Susan,Mills,0
Ryan,Joseph,0
Adam,Stark,0
Dawn,Tucker,0
Sabrina,Johnson,0
Cheryl,Melton,0
Krystal,Gamble,0
Jeffrey,Smith,0
Sherry,Martinez,0
Jason,Singh,0
James,Bishop,0
Shelby,Cannon,0
Susan,Hernandez,0
Chris,Daniel,0
Elizabeth,Payne,0
Lisa,Lin,0
Jackie,Davis,0
Christina,Rose,0
Christopher,Horn,0
Michelle,Russell,0
Gary,Martinez,0
Allison,Ayala,0
Susan,Washington,0
Crystal,Gamble,0
Andrew,Mcgee,0
Douglas,Willis,0
Katherine,Cooper,0
William,Skinner,0
Amanda,Jones,0
Mark,Tyler,0
Allison,Allen,0
Patricia,Rodriguez,0
Nathan,Massey,0
Renee,Parrish,0
Toni,Gomez,0
Jennifer,Scott,0
Adam,Stark,0
Debbie,Hughes,0
Krystal,Gamble,0
Ryan,Joseph,0
David,Miller,0
Maria,Roy,0
Ruth,Fuller,0
Jose,Vasquez,0
Randy,Wood,0
Sabrina,Johnson,0
Charles,Copeland,0
Adam,Santos,0
Kristin,Williams,0
William,Skinner,0
Ashley,Whitney,0
Christopher,Horn,0
Christopher,Horn,0
Kathryn,Smith,0
Jennifer,Black,0
Brianna,Foley,0
Sabrina,Johnson,0
Janet,Carpenter,0
Stephanie,Murphy,0
Ashley,Robinson,0
Donna,Moreno,0
Roberta,Mccarthy,0
Tara,Campbell,0
John,Myers,0
Tammy,Davis,0
Jennifer,Vance,0
Donna,Moreno,0
James,Hunt,0
Christopher,Patterson,0
Adam,Keller,0
Erika,Anderson,0
Jason,Singh,0
Crystal,Gamble,0
Nicholas,Tran,0
Benjamin,Martin,0
Jonathan,Castro,0
Shawn,King,0
Jason,Hernandez,0
Kimberly,Martin,0
Samuel,Sandoval,0
Joshua,Mendoza,0
Rachel,Daniels,0
Benjamin,Harris,0
Michael,Lee,0
Susan,Shah,0
Michael,Fisher,0
Justin,Bell,0
David,Nichols,0
Kathleen,Nash,0
Robert,Hall,0
Joshua,Cohen,0
Omar,Gay,0
Mary,Pruitt,0
Adam,Riddle,0
Gina,Morrison,0
Joel,Rivera,0
Allen,Bell,0
James,Baldwin,0
Sarah,Clark,0
Steven,Sanders,0
Carl,Hernandez,0
James,Lynch,0
Donna,Moreno,0
Erik,Patterson,0
Jeffrey,Munoz,0
Craig,Dunn,0
Kristina,Stewart,0
Tanner,Davis,0
Ruth,Fuller,0
Pamela,Lewis,0
Tanya,Dickerson,0
Melissa,Mcclure,0
Christopher,Raymond,0
Greg,Villarreal,0
Whitney,Gallagher,0
Julia,Bell,0
Kelsey,Richards,0
Robert,Ashley,0
Daniel,Jones,0
William,Skinner,0
Greg,Villarreal,0
Jacob,Patel,0
Jeremy,Whitney,0
Rebecca,Conley,0
James,Reese,0
Dawn,Stephens,0
Taylor,Khan,0
James,Greene,0
Joshua,Bryant,0
Carol,Dillon,0
Jeff,Elliott,0
George,Floyd,0
Joanna,Hudson,0
Robert,Flores,0
Allison,Allen,0
Nathan,Mendoza,0
Audrey,Hickman,0
John,Peters,0
Monica,Cohen,0
Scott,Fuller,0
Lauren,Torres,0
Amanda,Spencer,0
Vincent,Waller,0
Lisa,Clark,0
Jennifer,Black,0
Karen,Gordon,0
Jim,Johnson,0
Monique,Robinson,0
Daniel,Melton,0
Ashley,Lopez,0
Gina,Grimes,0
Stephen,Marshall,0
Christine,Harris,0
Shannon,Williams,0
Jacqueline,Prince,0
Heather,Chase,0
Daniel,Briggs,0
Jeffrey,Lewis,0
Thomas,Hale,0
Beth,Lambert,0
Erin,Chavez,0
Laura,Johns,0
Joseph,Gonzalez,0
Bryan,Pugh,0
Renee,Parrish,0
Richard,Brown,0
Erik,Patterson,0
Angela,Taylor,0
Diane,Jackson,0
Sarah,Clark,0
Scott,Edwards,0
Scott,Martin,0
Joanna,Hudson,0
Morgan,Murray,0
Kimberly,Miller,0
Timothy,Gomez,0
Steven,Faulkner,0
Donna,Moreno,0
Brian,Hogan,0
Terri,Bailey,0
Lisa,Lin,0
Allison,Ayala,0
Gerald,Anthony,0
Jose,Vasquez,0
Stephanie,Taylor,0
Linda,Davis,0
Stacy,Villegas,0
Lisa,Lin,0
Kendra,King,0
Julian,Price,0
Brooke,Smith,0
Brenda,Johnson,0
Danielle,Yu,0
David,Everett,0
Sara,Ramirez,0
Vincent,Mueller,0
Andrea,Cruz,0
Gary,Hall,0
Michael,Rodriguez,0
Jeremy,Whitney,0
Tammy,Ayers,0
Lance,Wagner,0
Scott,Fuller,0
William,Perry,0
John,Davis,0
Samuel,Johnston,0
Jacqueline,Allen,0
Crystal,Fuller,0
Wayne,Payne,0
Karen,Ryan,0
Christopher,Matthews,0
Steven,Walters,0
Katherine,Pennington,0
Jack,Hill,0
Walter,Blair,0
Matthew,Myers,0
Jason,Singh,0
Alicia,Morales,0
Cory,Thomas,0
Larry,House,0
Jessica,Ward,0
Robert,Velazquez,0
Monica,West,0
Brooke,Smith,0
Justin,Carter,0
Amanda,Smith,0
Michael,Orozco,0
Bryce,Joseph,0
Daniel,Escobar,0
Michelle,Woods,0
Randy,Wood,0
Kayla,Jones,0
Larry,Vaughan,0
Kayla,Sutton,0
Juan,Sherman,0
Heather,Hines,0
Theresa,Blackwell,0
Dwayne,Martinez,0
Matthew,Russell,0
Margaret,Williams,1
Lisa,Lopez,0
Michelle,Woods,0
Melinda,Gutierrez,0
Juan,Sherman,0
Marcia,Molina,0
Randall,Burgess,0
Eric,Preston,0
Michael,Johnson,0
Jason,Hernandez,0
Christian,Roman,0
Elizabeth,Payne,0
Joseph,Moody,0
Theresa,Powell,0
Ashley,Cruz,0
Becky,Mckinney,0
Zachary,Boone,0
Margaret,Ward,0
John,Myers,0
Cesar,Smith,0
Jason,Singh,0
Meredith,Ayala,0
Erik,Stevens,0
Megan,Bernard,0
Tyler,Garcia,0
Stanley,Dickson,0
Drew,Garcia,0
Danielle,Yu,0
Amanda,Spencer,0
Christopher,Gregory,0
Allison,Allen,0
Cassandra,Nunez,0
Breanna,Rodriguez,0
Jerry,Robinson,0
John,Clarke,0
Erika,Anderson,0
Louis,Fisher,0
Jerry,Robinson,0
Daniel,Jones,0
Amanda,Jones,0
Crystal,Fuller,0
Micheal,Hernandez,0
Carol,Dillon,0
Kimberly,Castro,0
Jonathan,Castro,0
Jim,Johnson,0
Christine,Harris,0
Lauren,Moreno,0
Erin,Chavez,0
Melinda,Gutierrez,1
Emily,Hall,0
Kathleen,Nash,0
Daniel,Briggs,0
Laura,Casey,0
Adam,Santos,0
Katherine,Love,0
Joseph,Davis,0
Michelle,Gregory,0
Mary,Wall,0
Alicia,Mitchell,0
Chris,White,0
Christine,Johnson,0
Billy,Gallagher,0
John,Myers,0
Lori,Rodriguez,0
Cheryl,Morgan,0
Louis,Fisher,0
Rebecca,Erickson,0
Jessica,Perez,0
Ashley,Lopez,0
Christopher,Miller,0
Sally,Moore,0
Anna,Logan,0
Tyler,Mills,0
Mary,Diaz,0
Rebecca,Erickson,0
Olivia,Stephenson,0
Adam,Santos,0
James,Reese,0
Brandon,Bridges,0
Dawn,Gray,0
Misty,Rivera,0
Amber,Thornton,0
Steven,Sanders,0
Walter,Blair,0
Stephanie,Middleton,0
Maria,Garcia,0
Larry,House,0
Mackenzie,Smith,0
James,Greene,0
Melissa,Mcclure,0
Kenneth,Foster,0
Dawn,Gray,0
Jacqueline,Marsh,0
Jacqueline,Caldwell,0
Ashley,Whitehead,0
Michael,Rowe,0
Adam,Mcdonald,0
Christopher,Choi,0
Heather,Hines,0
Maria,Garcia,0
Joanne,Williams,0
Carlos,Chung,0
Carolyn,Perez,0
Margaret,Curtis,0
Jackie,Davis,0
Breanna,Rodriguez,0
Robert,Hall,0
Bridget,Bowen,0
Nathan,Thomas,0
David,Nichols,0
Jessica,Garcia,0
Joseph,Nixon,0
Theresa,Powell,0
Maria,Rosales,0
Patricia,Mendoza,0
Shelby,Cannon,0
Aaron,Pena,0
Edward,Tapia,0
Cristian,Jones,0
Amy,Daugherty,0
Jennifer,Jones,0
Sharon,Johnson,0
Valerie,Davis,0
Stacy,Lambert,0
David,Rodriguez,0
Robin,Smith,0
Christopher,Choi,0
Tanya,Williams,0
Sally,Moore,0
Tanya,Williams,0
Jeremy,Jones,0
Charles,Rodriguez,0
Robert,Goodman,0
Allen,Bell,0
Scott,Martin,0
Tina,Lawrence,0
Ryan,Joseph,0
Jeffery,Sanders,0
Jacqueline,Curry,0
Dawn,Gray,0
Mark,Brown,0
Joanne,Padilla,0
Samuel,Jenkins,0
Elizabeth,Maxwell,0
Felicia,Mckee,0
Robert,Drake,0
Sarah,Foster,0
Samuel,Johnston,0
Tara,Richards,0
Margaret,Ray,0
Steven,Castaneda,0
Tina,Zimmerman,0
Kathleen,Martin,0
Sarah,Bishop,0
Susan,Mills,0
Jared,Velazquez,0
Katelyn,Wise,0
Eddie,Mendez,0
Michael,Olson,0
Janet,Carpenter,0
Amanda,Smith,0
Jennifer,Scott,0
Louis,Fisher,0
Lisa,Lowe,0
David,Lewis,0
Ashley,Robinson,0
Destiny,Lowe,0
Cassandra,Nunez,0
David,Bonilla,0
Barbara,Nelson,0
Katherine,Tucker,0
Gregory,Graham,0
Nathan,Stewart,0
Mary,Lewis,0
Julian,Price,0
Jacob,Weber,0
Mary,Juarez,0
Megan,Bernard,0
Juan,Henry,0
Jennifer,Black,0
Ashley,Blanchard,0
Jeffrey,Smith,0
John,Chandler,0
Christine,Best,0
Gina,Grimes,0
Amanda,Smith,0
Vincent,Waller,0
Victoria,Mcbride,0
Joe,Howard,0
Sara,Ramirez,0
Jeff,Elliott,0
Donna,Moreno,0
Ashley,Blanchard,0
Anna,Logan,0
Kayla,Obrien,0
Lawrence,Ellis,0
Curtis,Young,0
Angela,Hodges,0
Barbara,Norman,0
Megan,Bernard,0
Jared,Walters,0
Robert,Haynes,0
Erin,Chavez,0
Alan,Taylor,0
Becky,Mckinney,0
Brian,Perez,0
Toni,Gomez,0
Theresa,Blackwell,0
Maria,Garcia,0
Allen,Bell,0
Kathleen,Nash,0
Barbara,Taylor,0
Michelle,Gregory,0
Christopher,Grimes,0
Jacqueline,Caldwell,0
Monique,Robinson,0
Dorothy,Thomas,0
Sonya,Jensen,0
Curtis,Young,0
Patricia,Rodriguez,0
Andrew,Patterson,0
Erin,Chavez,0
Bianca,Scott,0
Mary,Wall,0
Omar,Gay,0
Felicia,Mckee,0
Erin,Chavez,0
Cody,Hooper,0
Morgan,Smith,0
Sheila,Baker,0
Christopher,Patterson,0
Pamela,Lewis,0
Kimberly,Gonzalez,0
Krystal,Gamble,0
Tyler,Garcia,0
Jackie,Davis,0
Ruth,Fuller,0
Susan,Hardy,0
Jessica,Terry,0
Jordan,May,0
Kimberly,Myers,0
Jennifer,Garcia,0
Shannon,Patterson,0
Shelby,Cannon,0
Jacqueline,Curry,0
Toni,Gomez,0
Jason,Mcmahon,0
Brittany,Cox,0
Katherine,Love,0
Jerry,Kelly,0
Monica,Tucker,0
Teresa,Stein,0
Chris,White,0
Michelle,Johnston,0
Amy,Garrett,0
Philip,Hart,0
Jeff,Elliott,0
Christina,Nelson,0
Daniel,Briggs,0
Carolyn,Perez,0
Daniel,Boyd,0
Monica,Cohen,0
Joseph,Moody,0
Patrick,Vaughan,0
Melissa,Phillips,0
Joseph,Nixon,0
Megan,Bernard,0
Brenda,Johnson,0
Jacob,Weber,0
Christine,Davis,0
Cody,Miller,0
Lisa,Mendez,0
Jennifer,Spencer,0
Kaitlyn,Newman,0
Omar,Gay,0
Nathan,Mendoza,0
Joanne,Padilla,0
Billy,Gallagher,0
Harry,Mckee,0
Lauren,Butler,0
Justin,Bell,0
Linda,Gonzalez,0
Christopher,Carr,0
Richard,Marshall,0
Derrick,George,0
Sharon,Johnson,0
Donna,Davis,0
Allison,Ayala,0
Frank,Anderson,0
Carol,Dillon,0
Michael,Lee,0
Maria,Garcia,0
Jason,Singh,0
Nicholas,Mcmahon,0
Ashley,Cabrera,0
Gary,Barnes,0
Vincent,Richards,0
Kayla,Sutton,0
Tami,Forbes,0
Robert,Haynes,0
Diana,Jacobs,0
Michael,Gross,0
Wayne,Marsh,0
Julie,Johnson,0
Larry,House,0
Corey,Jones,0
